strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,1,1,12,2.98428,17.6728,0.346106,70.946,0.547539,0.609993,184.428,20.23,1.23329,35.1271,104.829,5.93166,2.05299,406.367,0.544077,0.373878,208.216,18.3409,208.395,114.104,4.08,False,True,False,0,inf,inf
heuristic,1,1,13,3.49178,17.6728,0.346106,77.946,0.579931,0.610806,184.673,20.23,1.24121,30.2147,105.503,5.96979,2.06618,302.589,0.579596,0.37392,161.776,13.8523,208.293,120.796,4.08,False,True,False,0,inf,inf
heuristic,1,1,14,2.47678,17.6728,0.346106,77.946,0.592398,0.609274,184.211,20.23,1.21484,41.6916,103.261,5.84292,2.02227,563.877,0.591795,0.369237,266.89,22.4029,208.494,123.512,4.08,False,True,False,0,inf,inf
heuristic,1,1,15,2.68668,12.3279,0.268373,70.1405,0.590952,0.609464,184.268,20.23,1.09714,34.7107,93.2565,7.56466,2.03015,352.985,0.588522,0.386226,230.188,20.4369,208.445,123.181,4.08,False,True,False,0,inf,inf
heuristic,1,1,16,2.68668,16.9946,0.268373,70.1405,0.506271,0.610566,184.601,20.23,1.23792,39.1648,105.223,6.19157,1.66165,507.051,0.504625,0.484443,279.932,27.5422,208.518,105.567,4.08,False,True,False,0,inf,inf
heuristic,1,1,17,2.68668,7.66125,0.268373,70.1405,0.713957,0.610308,184.523,20.23,0.870292,27.534,73.9749,9.65572,2.59133,176.186,0.712555,0.283958,155.412,13.289,208.305,148.721,4.06,False,True,False,0,inf,inf
heuristic,1,2,18,2.68668,12.3279,0.268373,80,0.604149,0.60939,184.246,20.23,1.09183,34.5429,92.8057,7.5281,2.02034,347.891,0.6047,0.387095,228.883,18.7206,208.424,125.919,4.08,False,True,False,0,inf,inf
heuristic,1,2,19,2.68668,12.3279,0.268373,56.1405,0.604282,0.609451,184.264,20.23,1.10426,34.936,93.8617,7.61375,2.04332,359.902,0.601671,0.385372,237.578,22.6631,208.472,125.976,4.08,False,True,False,0,inf,inf
heuristic,1,2,20,2.68668,12.3279,0.501706,70.1405,0.774089,0.612438,185.167,20.23,0.995202,31.4858,84.5922,6.86184,3.44263,263.457,0.781751,0.170396,110.378,9.64683,208.201,161.166,4.08,False,True,False,0,inf,inf
heuristic,1,2,21,2.68668,12.3279,0.25,70.1405,0.569024,0.609645,184.323,20.23,1.10387,34.9239,93.8292,7.61112,1.90278,359.528,0.565845,0.421585,243.854,22.1953,208.467,118.623,4.08,False,True,False,0,inf,inf
heuristic,1,2,22,3.70168,12.3279,0.268373,70.1405,0.589225,0.611177,184.786,20.23,1.11687,25.6462,94.9341,7.70074,2.06667,196.164,0.588643,0.390917,142.042,13.0365,208.267,122.716,4.08,False,True,False,0,inf,inf
heuristic,1,2,23,1.67168,12.3279,0.268373,70.1405,0.538807,0.609268,184.209,20.23,1.04863,53.3198,89.1335,7.23022,1.94039,796.101,0.534911,0.361698,378.381,40.25,208.741,112.471,4.06,False,True,False,0,inf,inf
heuristic,1,2,24,2.68668,14.6612,0.268373,70.1405,0.54401,0.609994,184.428,20.23,1.17611,37.2091,99.969,6.81858,1.82992,434.825,0.541468,0.435293,257.744,23.9761,208.487,113.419,4.08,False,True,False,0,inf,inf
heuristic,1,2,25,2.68668,9.99458,0.268373,70.1405,0.648135,0.609421,184.255,20.23,0.996937,31.5407,84.7396,8.47855,2.27541,264.837,0.644487,0.336388,196.394,16.8908,208.387,135.063,4.06,False,True,False,0,inf,inf
heuristic,1,2,26,3.19418,12.3279,0.268373,70.1405,0.554845,0.610305,184.522,20.23,1.10882,29.5068,94.25,7.64525,2.05178,257.796,0.552648,0.389776,179.543,16.0117,208.343,115.598,4.08,False,True,False,0,inf,inf
heuristic,1,3,27,2.17918,12.3279,0.268373,70.1405,0.600617,0.609022,184.134,20.23,1.07905,42.0889,91.7192,7.43996,1.99668,510.441,0.597745,0.378334,297.303,27.471,208.578,125.276,4.06,False,True,False,0,inf,inf
heuristic,1,3,28,2.68668,12.3279,0.268373,77.1405,0.598137,0.609409,184.251,20.23,1.09338,34.592,92.9375,7.53878,2.0232,349.374,0.598654,0.386863,229.312,19.2138,208.43,124.67,4.08,False,True,False,0,inf,inf
heuristic,1,3,29,2.68668,12.3279,0.268373,63.1405,0.595886,0.609489,184.275,20.23,1.10078,34.8261,93.5664,7.5898,2.0369,356.516,0.593834,0.38537,231.436,21.6063,208.459,124.218,4.08,False,True,False,0,inf,inf
heuristic,1,3,30,2.37927,11.0466,0.339361,56.1245,0.710813,0.60893,184.107,20.23,1.01263,36.1764,86.0732,7.7918,2.64423,353.889,0.709557,0.264453,201.354,18.82,208.44,148.162,4.06,False,True,False,0,inf,inf
heuristic,1,3,31,2.37927,11.0466,0.339361,70.1245,0.706418,0.609035,184.138,20.23,1.00539,35.9177,85.4578,7.73609,2.62533,346.354,0.705881,0.266608,199.463,16.7322,208.404,147.22,4.06,False,True,False,0,inf,inf
heuristic,1,3,32,2.37927,11.0466,0.339361,42.1245,0.726793,0.608604,184.008,20.23,1.01885,36.3989,86.6027,7.83973,2.6605,360.461,0.7248,0.266442,214.53,20.3819,208.468,151.513,4.06,False,True,False,0,inf,inf
heuristic,1,3,33,2.37927,11.0466,0.572694,56.1245,0.806461,0.612526,185.194,20.23,0.895301,31.9849,76.1006,6.88903,3.94531,244.584,0.802442,0.137932,100.073,10.6279,208.255,167.949,4.08,True,True,True,4.14838,0.806461,244.584
heuristic,1,3,34,3.39427,11.0466,0.572694,56.1245,0.787503,0.614669,185.842,20.23,0.928541,23.2527,78.926,7.1448,4.09179,134.066,0.786056,0.124069,51.819,6.41963,208.083,163.866,4.06,True,True,True,32.25,0.787503,134.066
heuristic,1,3,35,3.39427,15.7133,0.572694,56.1245,0.716688,0.613295,185.426,20.23,1.10171,27.5893,93.6455,5.95963,3.41305,223.933,0.716616,0.171932,83.2369,8.54621,208.157,149.184,4.08,True,True,True,34.9773,0.716688,134.066
heuristic,1,4,36,4.4,15.7133,0.572694,56.1245,0.735299,0.614671,185.842,20.23,1.12081,21.652,95.2689,6.06295,3.47222,140.313,0.726757,0.163364,51.8933,6.21013,208.066,152.991,4.06,True,True,True,39.3426,0.716688,134.066
heuristic,1,4,37,4.4,15.7133,0.572694,70.1245,0.7617,0.615027,185.95,20.23,1.11925,21.6219,95.1365,6.05452,3.46739,139.729,0.752393,0.158316,49.0115,5.5832,208.034,158.459,4.06,True,True,True,39.3577,0.716688,134.066
heuristic,1,4,38,4.4,15.7133,0.572694,42.1245,0.720674,0.614387,185.756,20.23,1.12197,21.6744,95.3675,6.06922,3.47581,140.749,0.714075,0.168081,55.581,6.76242,208.092,149.966,4.06,True,True,True,40.5742,0.716688,134.066
heuristic,1,4,39,4.4,18.3333,0.572694,42.1245,0.679315,0.613741,185.561,20.23,1.18984,22.9855,101.136,5.51652,3.15928,167.867,0.672224,0.198964,68.4298,7.65276,208.125,141.383,4.06,True,True,True,44.3324,0.679315,134.066
heuristic,1,4,40,4.4,18.3333,0.806028,42.1245,0.766896,0.614971,185.933,20.23,1.09524,21.158,93.0953,5.07793,4.09295,130.927,0.757646,0.123011,40.6883,6.0685,208.058,159.559,4.06,True,True,True,45.3023,0.679315,130.927
heuristic,1,4,41,4.4,18.3333,0.339361,42.1245,0.593544,0.611592,184.911,20.23,1.27577,24.6456,108.441,5.91495,2.00731,206.93,0.592922,0.424389,132.857,13.426,208.255,123.609,4.06,False,True,False,45.3023,0.679315,130.927
heuristic,1,4,42,3.385,18.3333,0.572694,42.1245,0.714363,0.611886,185,20.23,1.17204,29.4309,99.6237,5.43402,3.11203,271.095,0.717159,0.204861,108.845,10.865,208.235,148.755,4.08,False,True,False,45.3023,0.679315,130.927
heuristic,1,4,43,4.4,18.3333,0.572694,56.1245,0.705082,0.614045,185.653,20.23,1.18865,22.9626,101.035,5.51101,3.15613,167.365,0.697491,0.194283,63.818,7.05982,208.099,146.727,4.06,True,True,True,45.3102,0.679315,130.927
heuristic,1,4,44,4.4,18.3333,0.572694,40,0.681279,0.613724,185.556,20.23,1.18998,22.9882,101.148,5.51718,3.15966,167.927,0.675772,0.199726,69.1939,7.73563,208.129,141.794,4.06,True,True,True,45.3102,0.679315,130.927
