family,target,predictor,rel_span,n,rho,p,r,q
design,t180,lander_SEA_J_per_g,3.1227598374108223,35,-0.24929971988795518,0.1494925253737313,-0.09429946765292235,0.2599870006499675
design,t180,nom_twist_deg,0.7081209792321774,35,-0.23929418284656928,0.16934153292335383,-0.15172405033713182,0.27830608469576523
design,t180,geom_footprint_mm2,1.397060761291732,35,-0.23641456582633055,0.17394130293485327,-0.13877487851557604,0.27830608469576523
design,t180,tierC_pulse_ms,0.0049205679741317655,35,0.2155872222545182,0.21988900554972252,0.29337006135126253,0.33829077776880384
design,t180,geom_cell_mass_g,0.33926011265138983,35,0.2028011204481793,0.23903804809759513,0.2152897798859778,0.3541304416260669
design,t180,crutch_eta,0.02494481909895511,35,0.19215686274509805,0.2622368881555922,0.13093130249170318,0.3669471698828851
design,t180,tierC_stroke_mm,2.056775394915675,35,-0.19103641456582635,0.26603669816509173,-0.22464472142816413,0.3669471698828851
design,t180,tierB_zeta_pct,2.933460624354281,35,0.15826330532212887,0.36543172841357935,0.25111243776016634,0.48223395281848813
design,t180,lander_F_base_peak_N,0.011061116804804755,35,0.15434173669467788,0.3737313134343283,0.09626901949633365,0.48223395281848813
design,t180,lander_SEA_J_per_cm3,3.119876125995768,35,0.11792717086834735,0.49417529123543824,0.3978293132809859,0.6177191140442978
design,t180,mass_g,0.2786388791443238,35,0.11036414565826332,0.5215239238038099,0.1273514464293826,0.6220277221433047
design,t180,lander_eta,0.0016259523159375467,35,-0.10952380952380952,0.528723563821809,-0.08471150263961401,0.6220277221433047
