run_id,date_utc,kind,minutes,conclusion,title
25717129226,2026-05-12T06:17:38Z,coding-agent,14.9,success,Addressing comment on PR #33
25718067376,2026-05-12T06:41:33Z,coding-agent,3.1,failure,Addressing comment on PR #33
25718195336,2026-05-12T06:44:43Z,coding-agent,2.4,failure,Addressing comment on PR #20
25748580722,2026-05-12T16:41:59Z,coding-agent,4.1,success,Addressing comment on PR #24
25828475778,2026-05-13T21:50:35Z,coding-agent,1.7,success,Addressing comment on PR #39
25828500320,2026-05-13T21:51:07Z,coding-agent,18.2,success,Addressing comment on PR #35
25894559836,2026-05-15T01:05:38Z,coding-agent,7.6,success,Addressing comment on PR #35
25930010450,2026-05-15T16:49:01Z,coding-agent,3.1,success,Addressing comment on PR #35
25930118144,2026-05-15T16:51:19Z,coding-agent,9.9,success,Addressing comment on PR #39
25930628685,2026-05-15T17:02:17Z,coding-agent,14.1,success,Addressing comment on PR #39
25930966925,2026-05-15T17:09:54Z,coding-agent,40.7,success,Running Copilot cloud agent
25931273576,2026-05-15T17:16:42Z,coding-agent,21.4,success,Running Copilot cloud agent
25931918331,2026-05-15T17:30:51Z,coding-agent,5.3,success,Running Copilot cloud agent
25932799166,2026-05-15T17:49:55Z,coding-agent,21.0,success,Addressing comment on PR #35
25932937694,2026-05-15T17:53:01Z,coding-agent,10.7,success,Addressing comment on PR #33
25933847400,2026-05-15T18:13:00Z,coding-agent,3.5,success,Running Copilot cloud agent
25934217756,2026-05-15T18:21:21Z,coding-agent,3.7,success,Addressing comment on PR #56
25935096569,2026-05-15T18:40:39Z,coding-agent,12.8,success,Addressing comment on PR #52
25935379000,2026-05-15T18:46:56Z,coding-agent,9.8,success,Addressing comment on PR #35
25935608941,2026-05-15T18:52:08Z,coding-agent,39.9,success,Addressing comment on PR #33
25936027101,2026-05-15T19:01:32Z,coding-agent,3.4,success,Addressing comment on PR #50
25937356279,2026-05-15T19:32:04Z,coding-agent,7.3,success,Addressing comment on PR #33
25943764843,2026-05-15T22:08:55Z,coding-agent,11.8,success,Addressing comment on PR #35
25944495478,2026-05-15T22:30:35Z,coding-agent,20.9,success,Addressing comment on PR #35
25945575729,2026-05-15T23:05:03Z,coding-agent,20.2,success,Addressing comment on PR #35
25946420711,2026-05-15T23:33:34Z,coding-agent,3.0,success,Addressing comment on PR #35
25947562546,2026-05-16T00:16:36Z,coding-agent,5.8,success,Addressing comment on PR #33
25947911188,2026-05-16T00:31:09Z,coding-agent,34.9,success,Addressing comment on PR #33
26120698691,2026-05-19T19:37:53Z,code-review,2.7,success,Copilot code review
26174350462,2026-05-20T15:59:49Z,coding-agent,31.5,success,Running Copilot cloud agent
26176633011,2026-05-20T16:43:23Z,coding-agent,46.8,success,Addressing comment on PR #33
26176707514,2026-05-20T16:44:51Z,code-review,6.5,success,Copilot code review
26176860638,2026-05-20T16:47:56Z,coding-agent,6.1,success,Addressing comment on PR #30
26177557869,2026-05-20T17:01:48Z,coding-agent,9.1,success,Addressing comment on PR #30
26177980090,2026-05-20T17:10:17Z,coding-agent,2.4,success,Addressing comment on PR #24
26178992733,2026-05-20T17:30:18Z,coding-agent,7.5,success,Addressing comment on PR #33
26193442786,2026-05-20T22:23:22Z,coding-agent,11.4,success,Addressing comment on PR #35
26194438615,2026-05-20T22:48:14Z,coding-agent,19.1,success,Addressing comment on PR #35
26195693943,2026-05-20T23:21:41Z,coding-agent,16.2,success,Addressing comment on PR #35
26233248095,2026-05-21T14:44:10Z,coding-agent,36.5,success,Running Copilot cloud agent
26244044506,2026-05-21T18:03:54Z,coding-agent,54.6,success,Addressing comment on PR #35
26244399305,2026-05-21T18:10:50Z,coding-agent,1.3,failure,Addressing comment on PR #60
26244470117,2026-05-21T18:12:13Z,coding-agent,6.8,success,Addressing comment on PR #60
26255800052,2026-05-21T22:04:12Z,coding-agent,2.8,success,Addressing comment on PR #35
26255991616,2026-05-21T22:08:40Z,coding-agent,35.7,success,Addressing comment on PR #35
26258107252,2026-05-21T23:01:08Z,coding-agent,26.5,success,Addressing comment on PR #35
26259937542,2026-05-21T23:51:12Z,coding-agent,50.4,success,Addressing comment on PR #35
26262516294,2026-05-22T01:10:47Z,coding-agent,51.9,success,Addressing comment on PR #35
26263461642,2026-05-22T01:40:54Z,coding-agent,4.3,success,Running Copilot cloud agent
26264703689,2026-05-22T02:21:25Z,coding-agent,10.0,success,Addressing comment on PR #35
26265475309,2026-05-22T02:47:02Z,coding-agent,1.3,success,Running Copilot cloud agent
26298627406,2026-05-22T16:07:24Z,coding-agent,4.1,success,Addressing comment on PR #64
26299310072,2026-05-22T16:22:03Z,coding-agent,41.0,success,Addressing comment on PR #24
26303440709,2026-05-22T17:52:02Z,coding-agent,9.2,success,Running Copilot cloud agent
26311762437,2026-05-22T21:01:03Z,coding-agent,1.5,success,Addressing comment on PR #66
26315768933,2026-05-22T22:51:34Z,coding-agent,5.4,success,Addressing comment on PR #66
26316104409,2026-05-22T23:02:33Z,coding-agent,1.6,success,Addressing comment on PR #35
26318709085,2026-05-23T00:40:31Z,coding-agent,9.4,success,Addressing comment on PR #66
26319119090,2026-05-23T00:57:49Z,coding-agent,14.8,success,Addressing comment on PR #66
26319589444,2026-05-23T01:18:18Z,coding-agent,31.2,success,Addressing comment on PR #66
26321013634,2026-05-23T02:25:13Z,coding-agent,27.1,success,Addressing comment on PR #66
26336448399,2026-05-23T15:22:55Z,coding-agent,18.4,success,Addressing comment on PR #66
26337944083,2026-05-23T16:34:47Z,coding-agent,6.0,success,Addressing comment on PR #66
26338113100,2026-05-23T16:42:58Z,coding-agent,8.5,success,Addressing comment on PR #66
26338560507,2026-05-23T17:04:34Z,coding-agent,7.1,success,Addressing comment on PR #66
26338909309,2026-05-23T17:21:59Z,coding-agent,5.2,success,Addressing comment on PR #66
26339330425,2026-05-23T17:42:21Z,coding-agent,3.6,success,Addressing comment on PR #66
26460338940,2026-05-26T16:11:58Z,coding-agent,3.1,success,Running Copilot cloud agent
26461767531,2026-05-26T16:39:22Z,coding-agent,34.5,success,Addressing comment on PR #67
26463093898,2026-05-26T17:05:38Z,coding-agent,49.1,success,Addressing comment on PR #66
26463519608,2026-05-26T17:14:01Z,coding-agent,2.6,success,Addressing comment on PR #67
26474308941,2026-05-26T20:48:58Z,coding-agent,22.9,success,Addressing comment on PR #20
26606359206,2026-05-28T22:37:05Z,coding-agent,7.9,success,Addressing comment on PR #67
26863664336,2026-06-03T04:26:51Z,coding-agent,3.4,success,Running Copilot cloud agent
26982862371,2026-06-04T22:15:53Z,coding-agent,3.1,success,Running Copilot cloud agent
26984608791,2026-06-04T22:58:09Z,coding-agent,9.4,success,Running Copilot cloud agent
27028576608,2026-06-05T17:00:48Z,coding-agent,6.1,success,Addressing comment on PR #74
27029196490,2026-06-05T17:13:32Z,coding-agent,19.0,success,Addressing comment on PR #20
27030715472,2026-06-05T17:44:50Z,coding-agent,4.2,success,Addressing comment on PR #66
27033503839,2026-06-05T18:43:01Z,coding-agent,36.0,success,Addressing comment on PR #20
27052660913,2026-06-06T04:32:36Z,coding-agent,12.7,success,Addressing comment on PR #74
27172998233,2026-06-08T23:14:52Z,coding-agent,2.8,success,Addressing comment on PR #66
27231357720,2026-06-09T19:44:28Z,coding-agent,32.8,success,Addressing comment on PR #33
27232006445,2026-06-09T19:56:20Z,coding-agent,13.8,success,Addressing comment on PR #74
27232455987,2026-06-09T20:04:16Z,coding-agent,27.9,success,Addressing comment on PR #39
27233691331,2026-06-09T20:26:54Z,coding-agent,17.5,success,Addressing comment on PR #20
27240083275,2026-06-09T22:31:03Z,coding-agent,4.2,success,Addressing comment on PR #33
27240495776,2026-06-09T22:40:29Z,coding-agent,9.4,success,Addressing comment on PR #20
27241259356,2026-06-09T22:58:31Z,coding-agent,11.6,success,Addressing comment on PR #74
27241394264,2026-06-09T23:01:41Z,coding-agent,17.4,success,Addressing comment on PR #20
27244046871,2026-06-10T00:08:17Z,coding-agent,4.2,success,Addressing comment on PR #74
27289977163,2026-06-10T16:22:15Z,coding-agent,28.8,success,Addressing comment on PR #66
27298600064,2026-06-10T18:50:00Z,coding-agent,14.2,success,Addressing comment on PR #66
27299398017,2026-06-10T19:03:43Z,coding-agent,24.2,success,Addressing comment on PR #20
27300745811,2026-06-10T19:28:02Z,coding-agent,13.8,success,Addressing comment on PR #20
27302093195,2026-06-10T19:51:32Z,coding-agent,9.1,success,Addressing comment on PR #74
27326348927,2026-06-11T05:39:22Z,coding-agent,43.0,success,Addressing comment on PR #20
27329396422,2026-06-11T06:52:36Z,coding-agent,3.7,success,Addressing comment on PR #20
27366575163,2026-06-11T17:51:26Z,coding-agent,1.9,success,Addressing comment on PR #66
27387346256,2026-06-12T00:55:23Z,coding-agent,14.3,success,Addressing comment on PR #39
27387801553,2026-06-12T01:08:00Z,coding-agent,23.1,success,Addressing comment on PR #20
27387886259,2026-06-12T01:10:26Z,coding-agent,48.8,success,Addressing comment on PR #33
27391874339,2026-06-12T03:07:14Z,coding-agent,28.6,success,Addressing comment on PR #33
27395598663,2026-06-12T05:00:41Z,coding-agent,51.3,success,Addressing comment on PR #33
27427420982,2026-06-12T16:02:35Z,coding-agent,4.7,success,Running Copilot cloud agent
27432290337,2026-06-12T17:34:59Z,coding-agent,17.7,success,Addressing comment on PR #66
27432627866,2026-06-12T17:41:32Z,coding-agent,26.0,success,Addressing comment on PR #76
27475037884,2026-06-13T18:16:51Z,coding-agent,27.5,success,Addressing comment on PR #76
27476126996,2026-06-13T19:01:49Z,coding-agent,2.5,failure,Addressing comment on PR #76
27484609230,2026-06-14T01:22:41Z,coding-agent,29.5,success,Addressing comment on PR #76
27485175098,2026-06-14T01:51:03Z,coding-agent,7.3,success,Addressing comment on PR #33
27581484340,2026-06-15T22:48:18Z,coding-agent,14.6,success,Addressing comment on PR #33
27581484307,2026-06-15T22:48:18Z,coding-agent,20.5,success,Addressing comment on PR #33
27860742669,2026-06-20T04:53:36Z,coding-agent,16.1,success,Addressing comment on PR #33
27879829746,2026-06-20T18:19:48Z,coding-agent,20.9,success,Addressing comment on PR #33
27882961541,2026-06-20T20:28:11Z,coding-agent,45.0,success,Addressing comment on PR #33
27885832348,2026-06-20T22:29:35Z,coding-agent,59.4,cancelled,Addressing comment on PR #33
27891667454,2026-06-21T03:02:11Z,coding-agent,8.4,success,Addressing comment on PR #33
27893201148,2026-06-21T04:14:28Z,coding-agent,23.6,success,Addressing comment on PR #33
27893886605,2026-06-21T04:47:59Z,coding-agent,20.6,success,Addressing comment on PR #33
28062866615,2026-06-23T23:00:44Z,coding-agent,3.2,success,Addressing comment on PR #67
28068228686,2026-06-24T01:12:22Z,coding-agent,7.3,success,Addressing comment on PR #67
28068607388,2026-06-24T01:22:28Z,coding-agent,6.1,success,Addressing comment on PR #74
28138384093,2026-06-25T00:22:34Z,coding-agent,17.1,success,Addressing comment on PR #67
28138792017,2026-06-25T00:33:30Z,coding-agent,54.8,success,Addressing comment on PR #35
28191863533,2026-06-25T18:29:50Z,coding-agent,1.7,success,Addressing comment on PR #73
28193587326,2026-06-25T18:59:45Z,coding-agent,19.3,success,Addressing comment on PR #73
28206199831,2026-06-25T23:08:35Z,coding-agent,22.9,success,Addressing comment on PR #67
28208366880,2026-06-26T00:05:10Z,coding-agent,4.6,success,Addressing comment on PR #67
28209993989,2026-06-26T00:50:42Z,coding-agent,1.9,success,Addressing comment on PR #67
28210430551,2026-06-26T01:03:25Z,coding-agent,51.6,success,Addressing comment on PR #35
28210507122,2026-06-26T01:05:32Z,coding-agent,25.8,success,Addressing comment on PR #66
28211887579,2026-06-26T01:46:18Z,coding-agent,12.5,success,Addressing comment on PR #66
28263513423,2026-06-26T20:29:28Z,coding-agent,34.6,success,Addressing comment on PR #35
28268480783,2026-06-26T22:19:53Z,coding-agent,2.0,success,Addressing comment on PR #35
28279083662,2026-06-27T04:51:01Z,coding-agent,2.3,success,Addressing comment on PR #33
28279191236,2026-06-27T04:56:05Z,coding-agent,55.5,success,Addressing comment on PR #33
28404928086,2026-06-29T21:48:56Z,code-review,2.1,success,Running Copilot Code Review
28545537331,2026-07-01T20:25:17Z,coding-agent,43.6,success,Addressing comment on PR #35
28846654426,2026-07-07T06:35:45Z,coding-agent,39.0,success,Addressing comment on PR #35
28970818766,2026-07-08T19:44:35Z,coding-agent,3.4,success,Addressing comment on PR #35
29125644391,2026-07-10T21:44:29Z,coding-agent,42.1,success,Addressing comment on PR #35
29166066856,2026-07-11T19:53:59Z,coding-agent,3.0,success,Addressing comment on PR #35
29292121750,2026-07-13T23:08:30Z,coding-agent,13.2,success,Addressing comment on PR #82
29618562288,2026-07-17T22:40:11Z,coding-agent,5.3,success,Addressing comment on PR #82
29618822839,2026-07-17T22:45:33Z,coding-agent,16.2,success,Addressing comment on PR #82
29633441963,2026-07-18T06:07:16Z,coding-agent,4.7,success,Addressing comment on PR #82
29787459685,2026-07-20T23:31:17Z,coding-agent,14.1,success,Addressing comment on PR #86
