seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,hv,best_t180,best_e_reb_mJ,best_e_rebound
2,1,11,1.90743,12.1487,0.916667,40.288,0.677667,0.613196,185.396,20.23,0.7458,33.2348,63.393,5.21809,4.78325,219.977,True,0.0084324,0.633938,185.303,0.612888
2,1,12,1.6031,5,0.307508,47.0143,0.621162,0.613482,185.483,20.23,0.640366,33.9536,54.4311,10.8862,3.3476,197.137,True,0.00884816,0.621162,185.303,0.612888
2,1,13,1.5,5.58269,0.916667,80,0.665047,0.614711,185.854,20.23,0.439286,24.8928,37.3393,6.6884,6.13103,72.6883,True,0.00884816,0.621162,185.303,0.612888
2,1,14,1.5,18.3333,0.916667,43.0113,0.568883,0.61331,185.431,20.23,0.908615,51.4882,77.2323,4.21267,3.86161,643.227,False,0.00884816,0.621162,185.303,0.612888
2,1,15,1.81411,8.99677,0.916667,73.6998,0.700653,0.613975,185.632,20.23,0.61499,28.8153,52.2742,5.81032,5.32613,136.359,True,0.00884816,0.621162,185.303,0.612888
2,1,16,1.50347,5,0.633088,43.9137,0.660145,0.613229,185.406,20.23,0.496579,28.0744,42.2092,8.44184,5.34442,104.515,True,0.00884816,0.621162,185.303,0.612888
2,1,17,1.5,10.008,0.907529,43.314,0.606451,0.612427,185.164,20.23,0.637781,36.1409,54.2114,5.4168,4.91591,222.454,True,0.00947318,0.606451,185.164,0.612427
2,2,18,1.5,10.2632,0.916667,50.1426,0.611736,0.612434,185.166,20.23,0.644014,36.4941,54.7412,5.33371,4.88924,229.039,True,0.00947318,0.606451,185.164,0.612427
2,2,19,1.5,9.94789,0.916516,52.7152,0.615587,0.612491,185.183,20.23,0.631802,35.8021,53.7031,5.39845,4.94776,216.255,True,0.00947318,0.606451,185.164,0.612427
2,2,20,1.5,10.5266,0.916667,46.0302,0.606586,0.612394,185.154,20.23,0.654174,37.0698,55.6048,5.2823,4.84211,240.051,True,0.00948248,0.606451,185.154,0.612394
2,2,21,1.5,9.07869,0.800327,49.3125,0.611138,0.61244,185.168,20.23,0.641251,36.3375,54.5063,6.00376,4.80497,226.104,True,0.00948248,0.606451,185.154,0.612394
2,2,22,1.5,7.78096,0.621478,49.2722,0.607057,0.61249,185.183,20.23,0.657637,37.2661,55.8991,7.18409,4.46475,243.883,True,0.00948248,0.606451,185.154,0.612394
2,2,23,1.5,10.5193,0.916667,43.223,0.603997,0.612388,185.152,20.23,0.653956,37.0575,55.5862,5.28421,4.84386,239.811,True,0.00956691,0.603997,185.152,0.612388
2,2,24,1.5,10.7858,0.916667,49.7603,0.608542,0.612387,185.151,20.23,0.663804,37.6156,56.4234,5.23125,4.79531,250.81,False,0.00956691,0.603997,185.152,0.612388
2,2,25,1.5,10.4155,0.916667,47.9718,0.608987,0.612409,185.158,20.23,0.649901,36.8277,55.2416,5.30379,4.8618,235.378,True,0.00956691,0.603997,185.152,0.612388
2,2,26,1.5,6.14322,0.370981,56.8671,0.60355,0.613344,185.441,20.23,0.680827,38.5802,57.8703,9.42019,3.49471,270.604,False,0.00956691,0.603997,185.152,0.612388
2,3,27,1.5,10.0929,0.856117,40,0.599638,0.612383,185.15,20.23,0.661321,37.4748,56.2123,5.56951,4.76815,248.005,True,0.00971502,0.599638,185.15,0.612383
2,3,28,1.5,10.6786,0.916667,40,0.599981,0.612374,185.148,20.23,0.660005,37.4003,56.1004,5.25352,4.81573,246.528,True,0.0097175,0.599638,185.148,0.612374
2,3,29,1.5,9.7493,0.824918,45.7886,0.605287,0.612397,185.155,20.23,0.659808,37.3891,56.0836,5.75258,4.74541,246.307,True,0.0097175,0.599638,185.148,0.612374
2,3,30,1.5,10.7657,0.916667,40,0.599458,0.612373,185.147,20.23,0.663276,37.5856,56.3784,5.23686,4.80045,250.211,False,0.0097175,0.599638,185.148,0.612374
2,3,31,1.5,9.85429,0.820763,40,0.598745,0.612389,185.152,20.23,0.666208,37.7518,56.6277,5.7465,4.71652,253.544,False,0.0097175,0.599638,185.148,0.612374
2,3,32,1.5,9.46825,0.799552,40,0.599748,0.612397,185.155,20.23,0.658972,37.3418,56.0127,5.91584,4.73002,245.372,True,0.0097175,0.599638,185.148,0.612374
2,3,33,1.5,10.0619,0.859599,43.4675,0.603436,0.612387,185.152,20.23,0.65855,37.3178,55.9767,5.56323,4.78215,244.9,True,0.0097175,0.599638,185.148,0.612374
2,3,34,1.5,9.30463,0.789162,45.8145,0.605757,0.612407,185.158,20.23,0.655895,37.1674,55.7511,5.99176,4.72847,241.951,True,0.0097175,0.599638,185.148,0.612374
2,3,35,1.5,10.5661,0.90876,54.1048,0.612862,0.612416,185.16,20.23,0.658353,37.3067,55.96,5.29618,4.81296,244.681,True,0.0097175,0.599638,185.148,0.612374
2,4,36,1.5,10.737,0.916666,40,0.59963,0.612373,185.147,20.23,0.662199,37.5246,56.2869,5.24233,4.80547,248.994,True,0.00971816,0.59963,185.147,0.612373
2,4,37,1.5,10.7531,0.916667,40,0.599573,0.612371,185.147,20.23,0.662804,37.5589,56.3383,5.23925,4.80265,249.678,True,0.00972061,0.599573,185.147,0.612371
2,4,38,1.5,8.74104,0.718988,40,0.598762,0.612424,185.163,20.23,0.66167,37.4947,56.242,6.43425,4.62615,248.399,True,0.00974784,0.598762,185.147,0.612371
2,4,39,1.5,10.4559,0.888202,40,0.599526,0.612375,185.148,20.23,0.662692,37.5526,56.3288,5.38726,4.78498,249.551,True,0.00974785,0.598762,185.147,0.612371
2,4,40,1.5,8.70413,0.716725,40,0.598834,0.612426,185.163,20.23,0.660973,37.4551,56.1827,6.45472,4.62626,247.614,True,0.00974785,0.598762,185.147,0.612371
2,4,41,1.5,10.7198,0.916667,40,0.599754,0.612372,185.147,20.23,0.661552,37.4879,56.2319,5.24563,4.80849,248.265,True,0.00974785,0.598762,185.147,0.612371
2,4,42,1.5,10.7927,0.916667,40,0.599331,0.61237,185.146,20.23,0.664288,37.643,56.4645,5.23172,4.79574,251.359,False,0.00974785,0.598762,185.147,0.612371
2,4,43,1.5,9.31787,0.774369,40,0.598954,0.612403,185.156,20.23,0.663227,37.5829,56.3743,6.05012,4.68503,250.156,False,0.00974785,0.598762,185.147,0.612371
2,4,44,1.5,10.2187,0.864533,40,0.599414,0.61238,185.15,20.23,0.662911,37.565,56.3474,5.51415,4.76717,249.798,True,0.00974785,0.598762,185.147,0.612371
