i,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,feasible,ok,source,weight,pareto
,1.5,5.44033,0.327139,40,0.586498,0.613454,185.474,20.23,0.662991,37.5695,56.3542,10.3586,3.3887,249.889,True,True,polish,0.45,True
,1.5,5.44335,0.327565,40,0.586505,0.613451,185.473,20.23,0.663,37.57,56.355,10.353,3.39128,249.899,True,True,polish,0.3,True
,1.5,5.44335,0.327566,40,0.586505,0.613451,185.473,20.23,0.663,37.57,56.355,10.353,3.39129,249.899,True,True,polish,0.3,True
,1.5,5.44335,0.327566,40,0.586505,0.613451,185.473,20.23,0.663,37.57,56.355,10.353,3.39129,249.899,True,True,polish,0.3,True
,1.5,5.44335,0.327566,40,0.586505,0.613451,185.473,20.23,0.663,37.57,56.355,10.353,3.39129,249.899,True,True,polish,0.3,True
,1.5,5.44335,0.327566,40,0.586505,0.613451,185.473,20.23,0.663,37.57,56.355,10.353,3.39129,249.899,True,True,polish,0.3,True
,1.5,5.44335,0.327566,40,0.586505,0.613451,185.473,20.23,0.663,37.57,56.355,10.353,3.39129,249.899,True,True,polish,0.3,True
,1.5,5.44335,0.327566,40,0.586505,0.613451,185.473,20.23,0.663,37.57,56.355,10.353,3.39129,249.899,True,True,polish,0.3,True
,1.5,5.44335,0.327567,40,0.586505,0.613451,185.473,20.23,0.662999,37.57,56.3549,10.353,3.39129,249.898,True,True,polish,0.3,True
,1.5,5.44335,0.327567,40,0.586505,0.613451,185.473,20.23,0.662999,37.5699,56.3549,10.353,3.39129,249.898,True,True,polish,0.3,True
,1.5,5.44335,0.327567,40,0.586505,0.613451,185.473,20.23,0.662999,37.57,56.3549,10.353,3.3913,249.898,True,True,polish,0.3,True
,1.5,5.44335,0.327567,40,0.586505,0.613451,185.473,20.23,0.662999,37.5699,56.3549,10.353,3.3913,249.898,True,True,polish,0.3,True
,1.5,5.44336,0.327568,40,0.586505,0.613451,185.473,20.23,0.662999,37.5699,56.3549,10.353,3.39131,249.898,True,True,polish,0.3,True
,1.5,5.44337,0.327569,40,0.586513,0.613451,185.473,20.23,0.663,37.57,56.355,10.353,3.39131,249.899,True,True,polish,0.3,True
,1.5,5.44336,0.32757,40,0.586513,0.613451,185.473,20.23,0.662999,37.5699,56.3549,10.353,3.39131,249.898,True,True,polish,0.3,True
,1.5,5.44338,0.327571,40,0.586513,0.613451,185.473,20.23,0.662999,37.57,56.3549,10.3529,3.39132,249.898,True,True,polish,0.3,True
,1.5,5.44339,0.327572,40,0.586513,0.613451,185.473,20.23,0.662999,37.57,56.3549,10.3529,3.39133,249.898,True,True,polish,0.3,True
,1.5,5.44339,0.327572,40,0.586513,0.613451,185.473,20.23,0.662999,37.57,56.3549,10.3529,3.39133,249.898,True,True,polish,0.3,True
,1.5,5.44339,0.327573,40,0.586513,0.613451,185.473,20.23,0.663,37.57,56.355,10.3529,3.39133,249.899,True,True,polish,0.3,True
,1.5,5.44336,0.327573,40,0.586516,0.613451,185.473,20.23,0.662997,37.5698,56.3547,10.3529,3.39134,249.895,True,True,polish,0.3,True
,1.5,5.44358,0.327581,40,0.586521,0.613451,185.473,20.23,0.663009,37.5705,56.3558,10.3527,3.39135,249.91,True,True,polish,0.3,True
,1.5,5.44387,0.327601,40,0.586522,0.613451,185.473,20.23,0.66302,37.5712,56.3567,10.3523,3.39144,249.922,True,True,polish,0.3,True
,1.5,5.44394,0.327608,40,0.586528,0.613451,185.473,20.23,0.663023,37.5713,56.3569,10.3522,3.39147,249.925,True,True,polish,0.3,True
,1.5,5.44429,0.327636,40,0.586533,0.613451,185.473,20.23,0.663034,37.5719,56.3579,10.3517,3.39161,249.938,True,True,polish,0.3,True
,1.5,5.44476,0.327786,40,0.586544,0.61345,185.473,20.23,0.662993,37.5696,56.3544,10.3502,3.39266,249.892,True,True,polish,0.45,True
,1.5,5.44648,0.32798,40,0.58656,0.613448,185.472,20.23,0.663023,37.5713,56.357,10.3474,3.39374,249.925,True,True,polish,0.45,True
,1.5,5.44698,0.328238,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.349,10.345,3.39562,249.819,True,True,polish,0.4,True
,1.5,5.44698,0.328238,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.349,10.345,3.39562,249.819,True,True,polish,0.4,True
,1.5,5.44698,0.328238,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.349,10.345,3.39562,249.819,True,True,polish,0.4,True
,1.5,5.44698,0.328239,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.349,10.345,3.39563,249.819,True,True,polish,0.4,True
,1.5,5.44698,0.328239,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.349,10.345,3.39563,249.819,True,True,polish,0.4,True
,1.5,5.44698,0.328239,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.3489,10.345,3.39563,249.819,True,True,polish,0.4,True
,1.5,5.44698,0.328239,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.349,10.345,3.39563,249.819,True,True,polish,0.4,True
,1.5,5.44698,0.328239,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.3489,10.345,3.39563,249.819,True,True,polish,0.4,True
,1.5,5.44697,0.328239,40,0.586562,0.613446,185.472,20.23,0.662928,37.5659,56.3489,10.345,3.39563,249.818,True,True,polish,0.4,True
,1.5,5.44698,0.32824,40,0.586562,0.613446,185.472,20.23,0.662929,37.566,56.3489,10.345,3.39564,249.819,True,True,polish,0.4,True
,1.5,5.44697,0.32824,40,0.586562,0.613446,185.472,20.23,0.662928,37.5659,56.3489,10.345,3.39564,249.817,True,True,polish,0.4,True
,1.5,5.44698,0.32824,40,0.586562,0.613446,185.472,20.23,0.662928,37.5659,56.3489,10.345,3.39564,249.818,True,True,polish,0.4,True
,1.5,5.44696,0.32824,40,0.586562,0.613446,185.472,20.23,0.662927,37.5659,56.3488,10.345,3.39564,249.817,True,True,polish,0.4,True
,1.5,5.44696,0.32824,40,0.586562,0.613446,185.472,20.23,0.662927,37.5659,56.3488,10.345,3.39564,249.817,True,True,polish,0.4,True
,1.5,5.44697,0.328241,40,0.586563,0.613446,185.472,20.23,0.662927,37.5659,56.3488,10.345,3.39565,249.817,True,True,polish,0.4,True
,1.5,5.44698,0.328242,40,0.586563,0.613446,185.472,20.23,0.662927,37.5659,56.3488,10.345,3.39565,249.817,True,True,polish,0.4,True
,1.5,5.44695,0.328241,40,0.586563,0.613446,185.472,20.23,0.662926,37.5658,56.3487,10.345,3.39565,249.815,True,True,polish,0.4,True
,1.5,5.44699,0.328243,40,0.586563,0.613446,185.472,20.23,0.662927,37.5659,56.3488,10.345,3.39566,249.817,True,True,polish,0.4,True
,1.5,5.44698,0.328243,40,0.586563,0.613446,185.472,20.23,0.662927,37.5658,56.3488,10.345,3.39566,249.816,True,True,polish,0.4,True
,1.5,5.44698,0.328243,40,0.586563,0.613446,185.472,20.23,0.662927,37.5659,56.3488,10.345,3.39566,249.816,True,True,polish,0.4,True
,1.5,5.447,0.328244,40,0.586563,0.613446,185.472,20.23,0.662928,37.5659,56.3489,10.3449,3.39567,249.817,True,True,polish,0.4,True
,1.5,5.44697,0.328243,40,0.586563,0.613446,185.472,20.23,0.662926,37.5658,56.3487,10.345,3.39567,249.815,True,True,polish,0.4,True
,1.5,5.44698,0.328246,40,0.586563,0.613446,185.472,20.23,0.662926,37.5658,56.3487,10.3449,3.39568,249.815,True,True,polish,0.4,True
,1.5,5.44696,0.328246,40,0.58657,0.613446,185.472,20.23,0.662923,37.5657,56.3485,10.3449,3.39569,249.813,True,True,polish,0.4,True
,1.5,5.44702,0.328249,40,0.586571,0.613446,185.472,20.23,0.662926,37.5658,56.3487,10.3449,3.3957,249.816,True,True,polish,0.4,True
,1.5,5.44702,0.328252,40,0.586572,0.613446,185.472,20.23,0.662926,37.5658,56.3487,10.3449,3.39572,249.815,True,True,polish,0.4,True
,1.5,5.44703,0.328252,40,0.586572,0.613446,185.472,20.23,0.662926,37.5658,56.3487,10.3449,3.39572,249.815,True,True,polish,0.4,True
,1.5,5.44706,0.328255,40,0.586572,0.613446,185.472,20.23,0.662927,37.5659,56.3488,10.3448,3.39573,249.816,True,True,polish,0.4,True
,1.5,5.44707,0.328257,40,0.586572,0.613446,185.472,20.23,0.662926,37.5658,56.3487,10.3448,3.39575,249.816,True,True,polish,0.4,True
,1.5,5.44714,0.328263,40,0.586572,0.613446,185.472,20.23,0.662929,37.566,56.349,10.3447,3.39578,249.819,True,True,polish,0.4,True
,1.5,5.44713,0.328263,40,0.586572,0.613446,185.472,20.23,0.662928,37.5659,56.3489,10.3447,3.39578,249.818,True,True,polish,0.4,True
,1.5,5.44716,0.328267,40,0.586573,0.613446,185.472,20.23,0.662928,37.5659,56.3489,10.3446,3.3958,249.818,True,True,polish,0.4,True
,1.5,5.44822,0.328376,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.39639,249.845,True,True,polish,0.35,True
,1.5,5.44822,0.328376,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.39639,249.845,True,True,polish,0.35,True
,1.5,5.44822,0.328376,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.39639,249.845,True,True,polish,0.35,True
,1.5,5.44822,0.328376,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.39639,249.845,True,True,polish,0.35,True
,1.5,5.44823,0.328376,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.39639,249.845,True,True,polish,0.35,True
,1.5,5.44823,0.328377,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.39639,249.845,True,True,polish,0.35,True
,1.5,5.44823,0.328377,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.39639,249.845,True,True,polish,0.35,True
,1.5,5.44823,0.328377,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.3964,249.845,True,True,polish,0.35,True
,1.5,5.44823,0.328377,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.3964,249.845,True,True,polish,0.35,True
,1.5,5.44823,0.328377,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.3964,249.845,True,True,polish,0.35,True
,1.5,5.44823,0.328378,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.3964,249.845,True,True,polish,0.35,True
,1.5,5.44823,0.328378,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.3964,249.844,True,True,polish,0.35,True
,1.5,5.44823,0.328378,40,0.586573,0.613445,185.472,20.23,0.662952,37.5673,56.3509,10.343,3.3964,249.844,True,True,polish,0.35,True
,1.5,5.44822,0.328378,40,0.586574,0.613445,185.472,20.23,0.662951,37.5672,56.3508,10.343,3.39641,249.844,True,True,polish,0.35,True
,1.5,5.44823,0.328379,40,0.586574,0.613445,185.472,20.23,0.662951,37.5672,56.3509,10.343,3.39641,249.844,True,True,polish,0.35,True
,1.5,5.44824,0.328379,40,0.586574,0.613445,185.472,20.23,0.662951,37.5672,56.3509,10.343,3.39641,249.844,True,True,polish,0.35,True
,1.5,5.44823,0.328379,40,0.586574,0.613445,185.472,20.23,0.662951,37.5672,56.3508,10.343,3.39642,249.844,True,True,polish,0.35,True
,1.5,5.44824,0.328381,40,0.586574,0.613445,185.472,20.23,0.662951,37.5672,56.3508,10.3429,3.39643,249.844,True,True,polish,0.35,True
,1.5,5.44823,0.328381,40,0.586574,0.613445,185.472,20.23,0.66295,37.5672,56.3507,10.343,3.39643,249.843,True,True,polish,0.35,True
,1.5,5.44823,0.328383,40,0.586574,0.613445,185.472,20.23,0.662949,37.5671,56.3507,10.3429,3.39644,249.842,True,True,polish,0.35,True
,1.5,5.44824,0.328385,40,0.586574,0.613445,185.472,20.23,0.662949,37.5671,56.3507,10.3429,3.39645,249.841,True,True,polish,0.35,True
,1.5,5.44823,0.328385,40,0.586574,0.613445,185.472,20.23,0.662948,37.5671,56.3506,10.3429,3.39646,249.841,True,True,polish,0.35,True
,1.5,5.44822,0.328384,40,0.586574,0.613445,185.472,20.23,0.662948,37.567,56.3506,10.3429,3.39646,249.84,True,True,polish,0.35,True
,1.5,5.44823,0.328389,40,0.586574,0.613445,185.472,20.23,0.662946,37.567,56.3504,10.3429,3.39649,249.838,True,True,polish,0.35,True
,1.5,5.44826,0.328396,40,0.586576,0.613445,185.471,20.23,0.662945,37.5669,56.3503,10.3428,3.39654,249.836,True,True,polish,0.35,True
,1.5,5.44827,0.328397,40,0.586576,0.613445,185.471,20.23,0.662945,37.5669,56.3503,10.3428,3.39654,249.837,True,True,polish,0.35,True
,1.5,5.44795,0.328404,40,0.586582,0.613445,185.471,20.23,0.662917,37.5653,56.348,10.343,3.39667,249.806,True,True,polish,0.4,True
,1.5,5.44826,0.328428,40,0.586583,0.613445,185.471,20.23,0.662929,37.566,56.349,10.3426,3.39678,249.819,True,True,polish,0.35,True
,1.5,5.44956,0.328541,40,0.586584,0.613444,185.471,20.23,0.662968,37.5682,56.3522,10.3407,3.39735,249.863,True,True,polish,0.35,True
,1.5,5.44951,0.328547,40,0.586586,0.613444,185.471,20.23,0.662962,37.5678,56.3517,10.3407,3.3974,249.856,True,True,polish,0.4,True
